Filename,Car_Count,Full_Path
MMM1_MMM1_day_000073.jpg,51,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000073.jpg
MMM1_MMM1_day_000074.jpg,51,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000074.jpg
MMM1_MMM1_day_000075.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000075.jpg
MMM1_MMM1_day_000076.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000076.jpg
MMM1_MMM1_day_000077.jpg,51,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000077.jpg
MMM1_MMM1_day_000078.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000078.jpg
MMM1_MMM1_day_000079.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000079.jpg
MMM1_MMM1_day_000080.jpg,50,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000080.jpg
MMM1_MMM1_day_000081.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000081.jpg
MMM1_MMM1_day_000082.jpg,54,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000082.jpg
MMM1_MMM1_day_000083.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000083.jpg
MMM1_MMM1_day_000084.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000084.jpg
MMM1_MMM1_day_000085.jpg,50,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000085.jpg
MMM1_MMM1_day_000086.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000086.jpg
MMM1_MMM1_day_000087.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000087.jpg
MMM1_MMM1_day_000088.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000088.jpg
MMM1_MMM1_day_000089.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000089.jpg
MMM1_MMM1_day_000090.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000090.jpg
MMM1_MMM1_day_000091.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000091.jpg
MMM1_MMM1_day_000092.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000092.jpg
MMM1_MMM1_day_000093.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000093.jpg
MMM1_MMM1_day_000094.jpg,51,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000094.jpg
MMM1_MMM1_day_000095.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000095.jpg
MMM1_MMM1_day_000096.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000096.jpg
MMM1_MMM1_day_000097.jpg,52,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000097.jpg
MMM1_MMM1_day_000098.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000098.jpg
MMM1_MMM1_day_000099.jpg,50,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000099.jpg
MMM1_MMM1_day_000100.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000100.jpg
MMM1_MMM1_day_000101.jpg,50,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000101.jpg
MMM1_MMM1_day_000102.jpg,50,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000102.jpg
MMM1_MMM1_day_000103.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000103.jpg
MMM1_MMM1_day_000104.jpg,51,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000104.jpg
MMM1_MMM1_day_000105.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000105.jpg
MMM1_MMM1_day_000106.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000106.jpg
MMM1_MMM1_day_000107.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000107.jpg
MMM1_MMM1_day_000108.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000108.jpg
MMM1_MMM1_day_000109.jpg,52,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000109.jpg
MMM1_MMM1_day_000110.jpg,52,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000110.jpg
MMM1_MMM1_day_000111.jpg,50,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000111.jpg
MMM1_MMM1_day_000112.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000112.jpg
MMM1_MMM1_day_000113.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000113.jpg
MMM1_MMM1_day_000114.jpg,45,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000114.jpg
MMM1_MMM1_day_000115.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000115.jpg
MMM1_MMM1_day_000116.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000116.jpg
MMM1_MMM1_day_000117.jpg,53,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000117.jpg
MMM1_MMM1_day_000118.jpg,50,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000118.jpg
MMM1_MMM1_day_000119.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000119.jpg
MMM1_MMM1_day_000120.jpg,51,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000120.jpg
MMM1_MMM1_day_000121.jpg,51,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000121.jpg
MMM1_MMM1_day_000122.jpg,51,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000122.jpg
MMM1_MMM1_day_000123.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000123.jpg
MMM1_MMM1_day_000124.jpg,50,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000124.jpg
MMM1_MMM1_day_000125.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000125.jpg
MMM1_MMM1_day_000126.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000126.jpg
MMM1_MMM1_day_000127.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000127.jpg
MMM1_MMM1_day_000128.jpg,52,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000128.jpg
MMM1_MMM1_day_000129.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000129.jpg
MMM1_MMM1_day_000130.jpg,50,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000130.jpg
MMM1_MMM1_day_000131.jpg,45,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000131.jpg
MMM1_MMM1_day_000132.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000132.jpg
MMM1_MMM1_day_000133.jpg,50,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000133.jpg
MMM1_MMM1_day_000134.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000134.jpg
MMM1_MMM1_day_000135.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000135.jpg
MMM1_MMM1_day_000136.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000136.jpg
MMM1_MMM1_day_000137.jpg,45,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000137.jpg
MMM1_MMM1_day_000138.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000138.jpg
MMM1_MMM1_day_000139.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000139.jpg
MMM1_MMM1_day_000140.jpg,51,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000140.jpg
MMM1_MMM1_day_000141.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000141.jpg
MMM1_MMM1_day_000142.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000142.jpg
MMM1_MMM1_day_000143.jpg,50,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000143.jpg
MMM1_MMM1_day_000144.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000144.jpg
MMM1_MMM1_day_000145.jpg,51,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000145.jpg
MMM1_MMM1_day_000146.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000146.jpg
MMM1_MMM1_day_000147.jpg,52,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000147.jpg
MMM1_MMM1_day_000148.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000148.jpg
MMM1_MMM1_day_000149.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000149.jpg
MMM1_MMM1_day_000150.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000150.jpg
MMM1_MMM1_day_000151.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000151.jpg
MMM1_MMM1_day_000152.jpg,51,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000152.jpg
MMM1_MMM1_day_000153.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000153.jpg
MMM1_MMM1_day_000154.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000154.jpg
MMM1_MMM1_day_000155.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000155.jpg
MMM1_MMM1_day_000156.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000156.jpg
MMM1_MMM1_day_000157.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000157.jpg
MMM1_MMM1_day_000158.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000158.jpg
MMM1_MMM1_day_000159.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000159.jpg
MMM1_MMM1_day_000160.jpg,50,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000160.jpg
MMM1_MMM1_day_000161.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000161.jpg
MMM1_MMM1_day_000162.jpg,51,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000162.jpg
MMM1_MMM1_day_000163.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000163.jpg
MMM1_MMM1_day_000164.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000164.jpg
MMM1_MMM1_day_000165.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000165.jpg
MMM1_MMM1_day_000166.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000166.jpg
MMM1_MMM1_day_000167.jpg,51,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000167.jpg
MMM1_MMM1_day_000168.jpg,50,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000168.jpg
MMM1_MMM1_day_000169.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000169.jpg
MMM1_MMM1_day_000170.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000170.jpg
MMM1_MMM1_day_000171.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000171.jpg
MMM1_MMM1_day_000172.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000172.jpg
MMM1_MMM1_day_000173.jpg,50,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000173.jpg
MMM1_MMM1_day_000174.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000174.jpg
MMM1_MMM1_day_000175.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000175.jpg
MMM1_MMM1_day_000176.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000176.jpg
MMM1_MMM1_day_000177.jpg,45,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000177.jpg
MMM1_MMM1_day_000178.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000178.jpg
MMM1_MMM1_day_000179.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000179.jpg
MMM1_MMM1_day_000180.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000180.jpg
MMM1_MMM1_day_000181.jpg,50,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000181.jpg
MMM1_MMM1_day_000182.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000182.jpg
MMM1_MMM1_day_000183.jpg,45,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000183.jpg
MMM1_MMM1_day_000184.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000184.jpg
MMM1_MMM1_day_000185.jpg,50,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000185.jpg
MMM1_MMM1_day_000186.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000186.jpg
MMM1_MMM1_day_000187.jpg,51,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000187.jpg
MMM1_MMM1_day_000188.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000188.jpg
MMM1_MMM1_day_000189.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000189.jpg
MMM1_MMM1_day_000190.jpg,50,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000190.jpg
MMM1_MMM1_day_000191.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000191.jpg
MMM1_MMM1_day_000192.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000192.jpg
MMM1_MMM1_day_000193.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000193.jpg
MMM1_MMM1_day_000194.jpg,43,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000194.jpg
MMM1_MMM1_day_000195.jpg,40,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000195.jpg
MMM1_MMM1_day_000196.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000196.jpg
MMM1_MMM1_day_000197.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000197.jpg
MMM1_MMM1_day_000198.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000198.jpg
MMM1_MMM1_day_000199.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000199.jpg
MMM1_MMM1_day_000200.jpg,44,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000200.jpg
MMM1_MMM1_day_000201.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000201.jpg
MMM1_MMM1_day_000202.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000202.jpg
MMM1_MMM1_day_000203.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000203.jpg
MMM1_MMM1_day_000204.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000204.jpg
MMM1_MMM1_day_000205.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000205.jpg
MMM1_MMM1_day_000206.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000206.jpg
MMM1_MMM1_day_000207.jpg,50,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000207.jpg
MMM1_MMM1_day_000208.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000208.jpg
MMM1_MMM1_day_000209.jpg,52,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000209.jpg
MMM1_MMM1_day_000210.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000210.jpg
MMM1_MMM1_day_000211.jpg,51,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000211.jpg
MMM1_MMM1_day_000212.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000212.jpg
MMM1_MMM1_day_000213.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000213.jpg
MMM1_MMM1_day_000214.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000214.jpg
MMM1_MMM1_day_000215.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000215.jpg
MMM1_MMM1_day_000216.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000216.jpg
MMM1_MMM1_day_000217.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000217.jpg
MMM1_MMM1_day_000218.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000218.jpg
MMM1_MMM1_day_000219.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000219.jpg
MMM1_MMM1_day_000220.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000220.jpg
MMM1_MMM1_day_000221.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000221.jpg
MMM1_MMM1_day_000222.jpg,50,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000222.jpg
MMM1_MMM1_day_000223.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000223.jpg
MMM1_MMM1_day_000224.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000224.jpg
MMM1_MMM1_day_000225.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000225.jpg
MMM1_MMM1_day_000226.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000226.jpg
MMM1_MMM1_day_000227.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000227.jpg
MMM1_MMM1_day_000228.jpg,51,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000228.jpg
MMM1_MMM1_day_000229.jpg,51,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000229.jpg
MMM1_MMM1_day_000230.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000230.jpg
MMM1_MMM1_day_000231.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000231.jpg
MMM1_MMM1_day_000232.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000232.jpg
MMM1_MMM1_day_000233.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000233.jpg
MMM1_MMM1_day_000234.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000234.jpg
MMM1_MMM1_day_000235.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000235.jpg
MMM1_MMM1_day_000236.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000236.jpg
MMM1_MMM1_day_000237.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000237.jpg
MMM1_MMM1_day_000238.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000238.jpg
MMM1_MMM1_day_000239.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000239.jpg
MMM1_MMM1_day_000240.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000240.jpg
MMM1_MMM1_day_000241.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000241.jpg
MMM1_MMM1_day_000242.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000242.jpg
MMM1_MMM1_day_000243.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000243.jpg
MMM1_MMM1_day_000244.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000244.jpg
MMM1_MMM1_day_000245.jpg,45,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000245.jpg
MMM1_MMM1_day_000246.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000246.jpg
MMM1_MMM1_day_000247.jpg,45,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000247.jpg
MMM1_MMM1_day_000248.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000248.jpg
MMM1_MMM1_day_000249.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000249.jpg
MMM1_MMM1_day_000250.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000250.jpg
MMM1_MMM1_day_000251.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000251.jpg
MMM1_MMM1_day_000252.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000252.jpg
MMM1_MMM1_day_000253.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000253.jpg
MMM1_MMM1_day_000254.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000254.jpg
MMM1_MMM1_day_000255.jpg,45,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000255.jpg
MMM1_MMM1_day_000256.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000256.jpg
MMM1_MMM1_day_000258.jpg,44,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000258.jpg
MMM1_MMM1_day_000259.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000259.jpg
MMM1_MMM1_day_000260.jpg,45,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000260.jpg
MMM1_MMM1_day_000261.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000261.jpg
MMM1_MMM1_day_000262.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000262.jpg
MMM1_MMM1_day_000263.jpg,44,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000263.jpg
MMM1_MMM1_day_000264.jpg,44,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000264.jpg
MMM1_MMM1_day_000265.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000265.jpg
MMM1_MMM1_day_000266.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000266.jpg
MMM1_MMM1_day_000267.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000267.jpg
MMM1_MMM1_day_000268.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000268.jpg
MMM1_MMM1_day_000269.jpg,45,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000269.jpg
MMM1_MMM1_day_000270.jpg,50,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000270.jpg
MMM1_MMM1_day_000271.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000271.jpg
MMM1_MMM1_day_000272.jpg,51,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000272.jpg
MMM1_MMM1_day_000273.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000273.jpg
MMM1_MMM1_day_000274.jpg,50,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000274.jpg
MMM1_MMM1_day_000275.jpg,51,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000275.jpg
MMM1_MMM1_day_000276.jpg,53,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000276.jpg
MMM1_MMM1_day_000277.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000277.jpg
MMM1_MMM1_day_000278.jpg,52,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000278.jpg
MMM1_MMM1_day_000279.jpg,49,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000279.jpg
MMM1_MMM1_day_000280.jpg,44,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000280.jpg
MMM1_MMM1_day_000281.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000281.jpg
MMM1_MMM1_day_000282.jpg,45,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000282.jpg
MMM1_MMM1_day_000283.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000283.jpg
MMM1_MMM1_day_000284.jpg,44,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000284.jpg
MMM1_MMM1_day_000285.jpg,45,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000285.jpg
MMM1_MMM1_day_000286.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000286.jpg
MMM1_MMM1_day_000287.jpg,45,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000287.jpg
MMM1_MMM1_day_000288.jpg,40,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000288.jpg
MMM1_MMM1_day_000289.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000289.jpg
MMM1_MMM1_day_000290.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000290.jpg
MMM1_MMM1_day_000291.jpg,46,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000291.jpg
MMM1_MMM1_day_000292.jpg,47,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000292.jpg
MMM1_MMM1_day_000293.jpg,44,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000293.jpg
MMM1_MMM1_day_000294.jpg,48,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000294.jpg
MMM1_MMM1_day_000295.jpg,44,/home/bchidley/gpu_data/overlays/MMM1_MMM1_day_000295.jpg
